"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19","prtvtebe","prtclebe"
90,"5 - Every day",300,8,9,7,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",6,7,9,6,5,6,8,"Not eligible to vote",8,"6 - Several times a week","7-9","3 - About the same","No","1 - Very safe","2 - Good","3 - No",9,8,"Yes",5,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",8,"4 - Less than once a day but at least 4 times a week","3 - Once a day",4,"6 - I have never smoked","3 - Once a week",60,30,"3 - Monthly",175,62,"No",9,"Male",19,NA,"3 - Somewhat like me","Yes",NA,NA
855,"3 - A few times a week",NA,7,5,5,"3 - Hardly interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",7,7,8,8,7,8,8,"Yes",7,"5 - Once a week","3","2 - Less than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",7,7,"Yes",5,"5 - Only on special holy days","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",6,"3 - Once a day","3 - Once a day",1,"4 - I don’t smoke now but I used to","3 - Once a week",40,40,"2 - Weekly",175,90,"No",7,"Male",78,NA,"2 - Like me","Yes","N-VA","N-VA"
60,"5 - Every day",180,3,9,6,"4 - Not at all interested","3 - Some","2 - A little able","1 - Not at all","2 - A little confident",9,8,10,7,7,9,9,"Not eligible to vote",7,"4 - Several times a month","7-9","3 - About the same","No","2 - Safe","1 - Very good","3 - No",10,8,"No",2,"7 - Never","7 - Never","No","Yes","No",2017,"No","No","No",1,"2 - Not very worried",10,"6 - Less than once a week","6 - Less than once a week",7,"4 - I don’t smoke now but I used to","2 - Several times a week",30,20,"3 - Monthly",186,93,"Yes",8,"Male",29,"Legally married",NA,"Yes",NA,NA
90,"5 - Every day",30,5,5,4,"2 - Quite interested","1 - Not at all","2 - A little able","1 - Not at all","2 - A little confident",5,3,4,5,5,0,7,"No",8,"4 - Several times a month","3","2 - Less than most","No","2 - Safe","2 - Good","3 - No",4,3,"Yes",4,"7 - Never","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","5 - Once a month",72,72,"5 - Never",172,71,"No",7,"Male",78,"Legally married","2 - Like me","Yes",NA,"N-VA"
60,"1 - Never",NA,5,6,2,"4 - Not at all interested",NA,"1 - Not at all able",NA,"1 - Not at all confident",4,8,8,2,2,5,5,"Yes",8,"5 - Once a week","1","1 - Much less than most","No","1 - Very safe","4 - Bad","1 - Yes a lot",7,5,"Yes",8,"7 - Never","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"2 - Not very worried",8,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",168,76,"No",8,"Female",78,"Legally married","3 - Somewhat like me","Yes","CD&V",NA
30,"5 - Every day",30,8,7,6,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",5,7,7,6,2,5,5,"Yes",7,"4 - Several times a month","2","2 - Less than most","No","2 - Safe","2 - Good","2 - Yes to some extent",3,2,"No",0,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",6,"2 - Twice a day","3 - Once a day",7,"5 - I have only smoked a few times","2 - Several times a week",13.2,26.4,"5 - Never",165,66,"Yes",7,"Female",61,"Legally married","2 - Like me","Yes",NA,"Groen!"
5,"5 - Every day",300,4,8,2,"4 - Not at all interested","2 - Very little","1 - Not at all able","4 - A lot","2 - A little confident",4,4,3,3,2,2,3,"Yes",5,"6 - Several times a week","3","2 - Less than most","No","2 - Safe","2 - Good","3 - No",4,5,"Yes",6,"6 - Less often","2 - More than once a week","No","Yes","Yes",NA,"No","Yes","Yes",5,"1 - Not at all worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"1 - I smoke daily, 10 or more cigarettes","2 - Several times a week",72.6,6.6,"2 - Weekly",163,58,"No",4,"Female",28,NA,"3 - Somewhat like me","No","Groen!",NA
60,"2 - Only occasionally",NA,5,8,5,"2 - Quite interested","3 - Some","3 - Quite able","2 - Very little","3 - Quite confident",4,6,7,3,3,5,6,"Yes",8,"6 - Several times a week","7-9","5 - Much more than most","No","2 - Safe","3 - Fair",NA,6,7,"No",7,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",6,"3 - Once a day","2 - Twice a day",0,"4 - I don’t smoke now but I used to","3 - Once a week",13.2,10,"3 - Monthly",169,88,"No",8,"Male",80,NA,"3 - Somewhat like me","Yes","N-VA","N-VA"
10,"5 - Every day",120,5,2,8,"4 - Not at all interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",2,2,3,0,0,4,3,"Yes",9,"4 - Several times a month","2","3 - About the same","Yes","2 - Safe","4 - Bad","1 - Yes a lot",7,8,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",7,"1 - Three times or more a day","1 - Three times or more a day",1,"6 - I have never smoked","3 - Once a week",10,10,"4 - Less than monthly",176,92,"No",8,"Male",51,"Legally married","2 - Like me","Yes","Invalid",NA
60,"5 - Every day",90,5,6,6,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",3,3,8,3,3,5,5,"Yes",6,"4 - Several times a month","4-6","2 - Less than most","No","2 - Safe","2 - Good","2 - Yes to some extent",5,5,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",7,"3 - Once a day","5 - Less than 4 times a week but at least once a week",4,"6 - I have never smoked","2 - Several times a week",20,20,"5 - Never",180,79,"No",7,"Male",55,NA,"2 - Like me","Yes","N-VA",NA
30,"5 - Every day",300,8,8,8,"4 - Not at all interested","3 - Some","2 - A little able","1 - Not at all","1 - Not at all confident",3,6,6,5,5,6,6,"Not eligible to vote",8,"6 - Several times a week","3","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",5,5,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"2 - Not very worried",7,"6 - Less than once a week","3 - Once a day",4,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",174,50,"No",8,"Male",15,NA,"3 - Somewhat like me","Yes",NA,NA
10,"5 - Every day",240,6,6,5,"4 - Not at all interested","1 - Not at all","3 - Quite able","2 - Very little","4 - Very confident",6,8,8,3,2,4,2,"Not eligible to vote",6,"4 - Several times a month","10 or more","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",7,3,"No",1,"7 - Never","7 - Never","No","No","No",2017,"Yes","No","No",8,"3 - Somewhat worried",7,"1 - Three times or more a day","1 - Three times or more a day",4,"6 - I have never smoked","4 - 2-3 times a month",20,122.6,"3 - Monthly",177,82,"No",7,"Male",29,NA,"4 - A little like me","Yes",NA,NA
180,"5 - Every day",240,3,7,4,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","1 - Not at all confident",4,4,7,5,5,4,4,"Yes",8,"6 - Several times a week","7-9","3 - About the same","No","2 - Safe","3 - Fair","3 - No",7,4,"Yes",7,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","5 - Once a month",26.4,98.4,"5 - Never",170,67,"No",7,"Male",69,"Legally married","1 - Very much like me","Yes","MR","MR"
30,"5 - Every day",180,9,9,7,"3 - Hardly interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",5,5,3,7,7,6,3,"Yes",9,"7 - Every day","3","4 - More than most","No","1 - Very safe","2 - Good","3 - No",3,8,"Yes",0,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"5 - Extremely worried",7,"3 - Once a day","3 - Once a day",1,"6 - I have never smoked","1 - Every day",9.6,9.6,"4 - Less than monthly",190,72,"Yes",9,"Male",26,"Living with my partner - legally recognised","3 - Somewhat like me","Yes","Groen!","Groen!"
60,"5 - Every day",90,6,7,8,"2 - Quite interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",5,5,6,5,5,5,5,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","3 - Fair","3 - No",7,5,"Yes",5,"5 - Only on special holy days","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"2 - Twice a day","3 - Once a day",3,"4 - I don’t smoke now but I used to","5 - Once a month",13.2,13.2,"5 - Never",160,86,"No",8,"Female",74,NA,"3 - Somewhat like me","Yes","N-VA","N-VA"
60,"2 - Only occasionally",NA,7,7,5,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","3 - Quite confident",7,8,5,7,6,6,7,"Yes",10,"5 - Once a week","3","3 - About the same","Yes","1 - Very safe","2 - Good","3 - No",8,9,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","No",8,"4 - Very worried",10,"3 - Once a day","1 - Three times or more a day",6,"4 - I don’t smoke now but I used to","2 - Several times a week",22.8,22.8,"2 - Weekly",185,83,"No",9,"Male",39,"Living with my partner - not legally recognised","1 - Very much like me","Yes","Ecolo",NA
90,"5 - Every day",60,2,5,7,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",6,5,7,3,3,7,7,"Yes",9,"6 - Several times a week","1","3 - About the same","No","2 - Safe","1 - Very good","3 - No",5,5,"No",4,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"4 - Very worried",8,"2 - Twice a day","3 - Once a day",7,"5 - I have only smoked a few times","2 - Several times a week",0,125.6,"4 - Less than monthly",179,86,"No",9,"Male",62,"Legally married","2 - Like me","Yes","Open VLD","Open VLD"
120,"5 - Every day",720,0,0,0,"2 - Quite interested","2 - Very little","5 - Completely able","1 - Not at all","3 - Quite confident",0,0,0,2,0,0,8,"Yes",5,"2 - Less than once a month","0 - None","1 - Much less than most","Yes","2 - Safe","5 - Very bad","2 - Yes to some extent",10,0,"No",0,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",0,"3 - Somewhat worried",5,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"1 - I smoke daily, 10 or more cigarettes","2 - Several times a week",13.2,52.8,"3 - Monthly",175,80,"No",10,"Male",53,NA,"2 - Like me","No",NA,NA
180,"5 - Every day",480,6,7,4,"1 - Very interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,8,8,4,4,5,6,"Yes",8,"7 - Every day","10 or more","4 - More than most","No","2 - Safe","4 - Bad","1 - Yes a lot",8,8,"Yes",5,"5 - Only on special holy days","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"3 - Somewhat worried",8,"2 - Twice a day","4 - Less than once a day but at least 4 times a week",1,"5 - I have only smoked a few times","2 - Several times a week",54,54,"2 - Weekly",176,103,"No",7,"Male",58,"Living with my partner - not legally recognised","2 - Like me","Yes","PVDA",NA
105,"5 - Every day",270,4,6,5,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","1 - Not at all confident",7,8,8,5,5,5,6,"Yes",9,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","3 - Fair","2 - Yes to some extent",8,6,"Yes",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","3 - Once a day",5,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",152,67,"No",8,"Female",53,"Legally married","2 - Like me","Yes","N-VA",NA
611,"5 - Every day",90,7,6,4,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",6,6,6,6,6,6,6,"Yes",9,"6 - Several times a week","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",7,6,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",6,"3 - Once a day","3 - Once a day",2,"4 - I don’t smoke now but I used to","3 - Once a week",0,49.2,"4 - Less than monthly",177,70,"No",8,"Female",46,"Legally married","1 - Very much like me","Yes","Ecolo","Ecolo"
60,"5 - Every day",60,0,0,0,"3 - Hardly interested","1 - Not at all","1 - Not at all able","1 - Not at all","2 - A little confident",3,2,9,2,2,3,7,"Yes",8,"7 - Every day","4-6","3 - About the same","Yes","3 - Unsafe","2 - Good","2 - Yes to some extent",8,8,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","No",10,"5 - Extremely worried",8,"2 - Twice a day","3 - Once a day",7,"2 - I smoke daily, 9 or fewer cigarettes","6 - Less than once a month",0,10,"5 - Never",168,NA,"Yes",10,"Female",67,NA,"1 - Very much like me","Yes","MR","PS"
15,"5 - Every day",120,8,9,8,"1 - Very interested","3 - Some","1 - Not at all able","4 - A lot","1 - Not at all confident",9,9,9,7,7,6,7,"Yes",8,"5 - Once a week","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",8,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"2 - Not very worried",9,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","4 - 2-3 times a month",23.2,23.2,"5 - Never",NA,NA,"No",9,"Male",23,NA,"1 - Very much like me","Yes","N-VA",NA
60,"5 - Every day",180,5,7,3,"3 - Hardly interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",5,3,7,5,5,6,5,"Yes",4,"4 - Several times a month","3","1 - Much less than most","Yes","2 - Safe","4 - Bad","1 - Yes a lot",8,8,"No",2,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"3 - Once a day","3 - Once a day",0,"2 - I smoke daily, 9 or fewer cigarettes","5 - Once a month",13.2,10,"4 - Less than monthly",168,65,"No",3,"Female",51,"Legally married","2 - Like me","Yes","PS","PS"
60,"5 - Every day",180,3,6,6,"1 - Very interested","2 - Very little","4 - Very able","1 - Not at all","4 - Very confident",0,7,7,0,0,0,4,"Yes",9,"7 - Every day","1","2 - Less than most","No","3 - Unsafe","3 - Fair","3 - No",0,0,"Yes",2,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",2,"4 - Less than once a day but at least 4 times a week","3 - Once a day",4,"4 - I don’t smoke now but I used to","3 - Once a week",42.2,26.4,"5 - Never",176,88,"No",7,"Male",55,"Legally married","1 - Very much like me","Yes","N-VA",NA
30,"5 - Every day",210,6,6,3,"2 - Quite interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",4,6,6,4,4,5,5,"Yes",7,"5 - Once a week","4-6","4 - More than most","Yes","2 - Safe","2 - Good","3 - No",6,6,"No",2,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",2,"5 - I have only smoked a few times","3 - Once a week",50,80,"4 - Less than monthly",175,81,"No",7,"Male",57,"Legally married","4 - A little like me","Yes","N-VA",NA
60,"3 - A few times a week",NA,2,8,4,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","2 - A little confident",7,7,6,5,5,8,8,"Yes",8,"4 - Several times a month","1","3 - About the same","No","1 - Very safe","2 - Good","3 - No",9,7,"Yes",9,"4 - At least once a month","5 - Only on special holy days","No","Yes","Yes",NA,"Yes","No","Yes",6,"3 - Somewhat worried",4,"2 - Twice a day","3 - Once a day",2,"6 - I have never smoked","6 - Less than once a month",0,111.6,"5 - Never",158,49,"No",8,"Female",70,NA,"2 - Like me","Yes","MR",NA
120,"5 - Every day",30,5,7,5,"1 - Very interested","2 - Very little","4 - Very able","5 - A great deal","4 - Very confident",8,8,6,6,3,7,8,"No",10,"6 - Several times a week","10 or more","4 - More than most","No","1 - Very safe","2 - Good","3 - No",9,9,"No",0,"7 - Never","7 - Never","No","No","No",2007,"Yes","No","No",10,"5 - Extremely worried",9,"3 - Once a day","3 - Once a day",5,"5 - I have only smoked a few times","7 - Never",NA,NA,"6 - Not applicable",160,60,"Yes",10,"Female",79,"Legally married","2 - Like me","Yes",NA,NA
60,"5 - Every day",480,7,7,5,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,7,8,5,3,6,7,"Yes",8,"4 - Several times a month","3","2 - Less than most","No","2 - Safe","1 - Very good","3 - No",5,4,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"4 - Very worried",8,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","3 - Once a week",10,13.2,"5 - Never",179,80,"No",8,"Male",61,"Legally married","2 - Like me","Yes","Open VLD","Open VLD"
0,"5 - Every day",120,7,6,6,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",2,7,8,3,2,3,5,"Yes",6,"7 - Every day","3","2 - Less than most","Yes","2 - Safe","2 - Good","3 - No",7,6,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"2 - Not very worried",7,"6 - Less than once a week","3 - Once a day",3,"1 - I smoke daily, 10 or more cigarettes","2 - Several times a week",142.6,190,"2 - Weekly",186,85,"No",6,"Male",33,NA,"3 - Somewhat like me","Yes","Vlaams Belang","Vlaams Belang"
5,"5 - Every day",300,6,7,6,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",6,7,7,7,5,7,6,"Not eligible to vote",8,"7 - Every day","10 or more","3 - About the same","Yes","2 - Safe","2 - Good","3 - No",8,7,"No",2,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"4 - Very worried",9,"4 - Less than once a day but at least 4 times a week","3 - Once a day",4,"5 - I have only smoked a few times","2 - Several times a week",13.2,20,"2 - Weekly",180,68,"No",8,"Male",23,NA,"3 - Somewhat like me","Yes",NA,NA
30,"4 - Most days",90,8,8,6,"3 - Hardly interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",6,7,7,6,6,7,6,"Yes",8,"4 - Several times a month","4-6","4 - More than most","No","2 - Safe","2 - Good","3 - No",8,7,"No",7,"5 - Only on special holy days","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",6,"3 - Once a day","4 - Less than once a day but at least 4 times a week",7,"6 - I have never smoked","3 - Once a week",10,42,"2 - Weekly",176,82,"No",8,"Male",35,NA,"3 - Somewhat like me","Yes","Ecolo","MR"
10,"5 - Every day",90,6,3,1,"3 - Hardly interested","1 - Not at all","3 - Quite able","1 - Not at all","3 - Quite confident",1,1,6,1,1,0,3,"Yes",8,"4 - Several times a month","4-6","3 - About the same","No","1 - Very safe","1 - Very good","2 - Yes to some extent",7,3,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"No","Yes","Yes",8,"4 - Very worried",6,"2 - Twice a day","2 - Twice a day",5,"4 - I don’t smoke now but I used to","5 - Once a month",26.4,26.4,"5 - Never",161,68,"Yes",5,"Female",50,NA,"1 - Very much like me","Yes","MR","MR"
10,"5 - Every day",90,4,5,5,"3 - Hardly interested","1 - Not at all","2 - A little able","1 - Not at all","2 - A little confident",1,1,8,1,1,1,5,"Yes",8,"3 - Once a month","2","2 - Less than most","No","3 - Unsafe","2 - Good","3 - No",8,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",6,"5 - Less than 4 times a week but at least once a week","2 - Twice a day",0,"5 - I have only smoked a few times","6 - Less than once a month",6.6,13.2,"4 - Less than monthly",172,74,"No",7,"Female",36,"Legally married","2 - Like me","Yes","N-VA","N-VA"
30,"5 - Every day",240,7,7,7,"3 - Hardly interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,2,7,3,3,2,3,"Yes",9,"6 - Several times a week","3","3 - About the same","Yes","3 - Unsafe","2 - Good","3 - No",9,7,"No",7,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",0,"2 - Not very worried",8,"2 - Twice a day","2 - Twice a day",7,"4 - I don’t smoke now but I used to","3 - Once a week",0,26.4,"4 - Less than monthly",159,63,"No",8,"Female",61,"Legally married","2 - Like me","Yes","MR",NA
30,"5 - Every day",240,5,5,3,"1 - Very interested","1 - Not at all","4 - Very able","2 - Very little","3 - Quite confident",7,5,4,2,0,7,6,"Yes",7,"5 - Once a week","10 or more","4 - More than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",10,10,"Yes",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"5 - Extremely worried",5,"4 - Less than once a day but at least 4 times a week","2 - Twice a day",6,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",187,83,"No",5,"Male",59,"Legally married","3 - Somewhat like me","Yes","DéFI","DéFI"
60,"5 - Every day",45,5,7,6,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","2 - A little confident",2,3,6,5,4,3,2,"Yes",8,"4 - Several times a month","3","2 - Less than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",7,5,"Yes",7,"4 - At least once a month","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",8,"2 - Twice a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","1 - Every day",85.2,85.2,"5 - Never",179,90,"No",8,"Male",78,"Legally married","2 - Like me","Yes","N-VA","N-VA"
5,"4 - Most days",60,5,6,4,"4 - Not at all interested","1 - Not at all","1 - Not at all able","2 - Very little","1 - Not at all confident",5,5,6,3,3,1,1,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","3 - Unsafe","3 - Fair","3 - No",5,2,"No",7,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",153,70,"No",9,"Female",70,"Legally married",NA,"Yes","CD&V","CD&V"
60,"5 - Every day",480,2,7,7,"2 - Quite interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,8,9,2,3,5,7,"Not eligible to vote",5,"7 - Every day","2","1 - Much less than most","No","3 - Unsafe","1 - Very good","3 - No",9,6,"No",7,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"2 - Not very worried",3,"2 - Twice a day","3 - Once a day",7,"6 - I have never smoked","6 - Less than once a month",13.2,0,"5 - Never",177,63,"No",5,"Male",19,NA,"1 - Very much like me","Yes",NA,NA
25,"4 - Most days",180,6,7,3,"3 - Hardly interested","2 - Very little","1 - Not at all able","3 - Some","4 - Very confident",7,6,4,3,3,7,5,"Yes",7,"4 - Several times a month","3","3 - About the same","No","1 - Very safe","2 - Good","1 - Yes a lot",7,8,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","No","Yes",8,"2 - Not very worried",8,"3 - Once a day","4 - Less than once a day but at least 4 times a week",0,"6 - I have never smoked","1 - Every day",85.2,98.4,"4 - Less than monthly",178,76,"No",5,"Male",29,NA,"4 - A little like me","Yes","MR",NA
120,"5 - Every day",480,7,8,7,"1 - Very interested","5 - A great deal","5 - Completely able","5 - A great deal","5 - Completely confident",10,8,8,8,8,8,6,"Yes",8,"5 - Once a week","4-6","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",10,10,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",10,"4 - Less than once a day but at least 4 times a week","3 - Once a day",3,"4 - I don’t smoke now but I used to","2 - Several times a week",9.8,20,"5 - Never",187,86,"No",8,"Male",52,"Legally married","3 - Somewhat like me","Yes","Ecolo","Ecolo"
60,"5 - Every day",120,5,6,5,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",8,8,7,7,7,8,8,"Yes",8,"6 - Several times a week","4-6","4 - More than most","No","2 - Safe","2 - Good","3 - No",7,8,"No",4,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",7,"3 - Once a day","3 - Once a day",3,"6 - I have never smoked","3 - Once a week",19.8,33,"3 - Monthly",167,70,"No",8,"Female",51,"Legally married","3 - Somewhat like me","Yes","Open VLD","Open VLD"
45,"5 - Every day",600,8,7,8,"1 - Very interested","1 - Not at all","4 - Very able","2 - Very little","3 - Quite confident",3,3,8,2,2,6,2,"Yes",8,"3 - Once a month","3","2 - Less than most","No","1 - Very safe","2 - Good","2 - Yes to some extent",8,9,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"5 - Extremely worried",5,"2 - Twice a day","3 - Once a day",2,"6 - I have never smoked","4 - 2-3 times a month",0,9.6,"4 - Less than monthly",180,85,"No",8,"Male",56,"Legally married","2 - Like me","Yes","Groen!","Groen!"
60,"3 - A few times a week",NA,5,9,7,"1 - Very interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",7,7,7,7,7,7,7,"Yes",8,"4 - Several times a month","3","3 - About the same","No","2 - Safe","1 - Very good","3 - No",8,8,"Yes",5,"5 - Only on special holy days","4 - At least once a month","No","Yes","No",1960,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"2 - Twice a day","2 - Twice a day",1,"4 - I don’t smoke now but I used to","3 - Once a week",0,13.2,"5 - Never",170,60,"No",8,"Female",84,"Living with my partner - not legally recognised","3 - Somewhat like me","Yes","cdH (Les Engagés)","cdH (Les Engagés)"
40,"5 - Every day",360,6,7,5,"2 - Quite interested","1 - Not at all","3 - Quite able","1 - Not at all","2 - A little confident",6,6,7,4,4,6,7,"Yes",8,"7 - Every day","3","3 - About the same","No","2 - Safe","1 - Very good","3 - No",8,7,"No",6,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",8,"3 - Once a day","2 - Twice a day",7,"6 - I have never smoked","6 - Less than once a month",0,26.4,"4 - Less than monthly",171,64,"No",8,"Female",41,NA,"3 - Somewhat like me","Yes","PS",NA
10,"5 - Every day",300,5,7,3,"3 - Hardly interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",6,6,5,7,7,2,3,"Yes",8,"4 - Several times a month","2","2 - Less than most","No","2 - Safe","2 - Good","3 - No",7,7,"Yes",10,"6 - Less often","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",2,"4 - I don’t smoke now but I used to","3 - Once a week",0,26.4,"5 - Never",165,83,"No",8,"Female",50,NA,"2 - Like me","No","CD&V","CD&V"
