"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19","prtvtebe","prtclebe"
45,"5 - Every day",210,8,8,5,"3 - Hardly interested","3 - Some","1 - Not at all able","3 - Some","2 - A little confident",5,5,7,7,7,7,7,"Yes",9,"7 - Every day","3","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",8,8,"No",3,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",9,"3 - Once a day","3 - Once a day",1,"5 - I have only smoked a few times","3 - Once a week",13.2,26.4,"3 - Monthly",170,90,"Yes",9,"Female",53,"Legally married","4 - A little like me","Yes","Ecolo",NA
45,"5 - Every day",540,7,7,7,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",6,7,7,6,5,5,7,"Yes",9,"4 - Several times a month","4-6","2 - Less than most","No","2 - Safe","2 - Good","2 - Yes to some extent",8,8,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"2 - Twice a day","2 - Twice a day",5,NA,"7 - Never",NA,NA,"6 - Not applicable",165,60,"No",9,"Female",58,"Legally married","3 - Somewhat like me","Yes","Open VLD",NA
831,"5 - Every day",180,7,7,7,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,6,7,6,6,4,6,"No",8,"3 - Once a month","4-6","1 - Much less than most","No","1 - Very safe","2 - Good","3 - No",5,4,"Yes",6,"7 - Never","6 - Less often","No","No","No",2011,"Yes","No","No",3,"3 - Somewhat worried",7,"1 - Three times or more a day","1 - Three times or more a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",168,88,"No",9,"Male",46,"Legally married","2 - Like me","Yes",NA,NA
60,"5 - Every day",360,7,6,4,"2 - Quite interested","3 - Some","3 - Quite able","2 - Very little","4 - Very confident",7,6,7,7,7,8,7,"Yes",8,"4 - Several times a month","3","4 - More than most","No","2 - Safe","1 - Very good","3 - No",2,8,"Yes",8,"4 - At least once a month","2 - More than once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"3 - Somewhat worried",9,"2 - Twice a day","3 - Once a day",1,"6 - I have never smoked","4 - 2-3 times a month",11.5,11.5,"5 - Never",182,92,"No",8,"Male",47,"Legally married","2 - Like me","Yes","CD&V","CD&V"
90,"5 - Every day",210,4,6,2,"2 - Quite interested","2 - Very little","2 - A little able","1 - Not at all","3 - Quite confident",2,4,8,2,1,0,2,"Yes",6,"6 - Several times a week","4-6","2 - Less than most","No","2 - Safe","1 - Very good","3 - No",2,0,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"3 - Once a day","2 - Twice a day",4,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",175,74,"No",7,"Male",38,NA,"2 - Like me","Yes","N-VA","N-VA"
60,"1 - Never",NA,4,6,5,"4 - Not at all interested","1 - Not at all","1 - Not at all able","2 - Very little","1 - Not at all confident",3,7,8,3,2,5,6,"Yes",8,"5 - Once a week","1","2 - Less than most","No","2 - Safe","3 - Fair","3 - No",7,7,"Yes",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"4 - Very worried",10,"6 - Less than once a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",176,75,"No",10,"Male",83,"Legally married","2 - Like me","Yes","N-VA",NA
30,"2 - Only occasionally",NA,8,8,4,"2 - Quite interested","1 - Not at all","2 - A little able","1 - Not at all","2 - A little confident",2,6,8,2,2,4,5,"Yes",10,"6 - Several times a week","2","1 - Much less than most","No","1 - Very safe","3 - Fair","2 - Yes to some extent",8,7,"Yes",8,"7 - Never","2 - More than once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",1,"3 - Somewhat worried",10,"3 - Once a day","3 - Once a day",0,"4 - I don’t smoke now but I used to","4 - 2-3 times a month",93.1,157.2,"4 - Less than monthly",163,66,"No",10,"Male",83,"Living with my partner - not legally recognised","1 - Very much like me","Yes","N-VA",NA
20,"5 - Every day",480,7,7,4,"3 - Hardly interested","3 - Some","4 - Very able","3 - Some","4 - Very confident",6,4,7,5,5,7,7,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",2,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",8,"3 - Once a day","3 - Once a day",7,"5 - I have only smoked a few times","3 - Once a week",6.6,76.5,"2 - Weekly",172,65,"No",8,"Female",25,NA,"3 - Somewhat like me","Yes","Groen!",NA
30,"5 - Every day",360,6,7,6,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",0,0,0,0,0,0,0,"Yes",7,"6 - Several times a week","2","3 - About the same","No","3 - Unsafe","3 - Fair","3 - No",7,7,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"2 - Not very worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"6 - I have never smoked","3 - Once a week",113.9,45.3,"2 - Weekly",158,63,"No",7,"Female",46,NA,"4 - A little like me","Yes","PS",NA
5,"5 - Every day",300,8,5,7,"3 - Hardly interested","3 - Some","3 - Quite able","2 - Very little","2 - A little confident",7,5,8,8,5,9,8,"Not eligible to vote",7,"7 - Every day","4-6","4 - More than most","No","2 - Safe","2 - Good","2 - Yes to some extent",7,8,"No",3,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",8,"3 - Once a day","3 - Once a day",3,"6 - I have never smoked","4 - 2-3 times a month",40,60,"3 - Monthly",165,58,"No",8,"Female",17,NA,"3 - Somewhat like me","Yes",NA,"CD&V"
60,"3 - A few times a week",NA,7,7,7,"2 - Quite interested","4 - A lot","2 - A little able","2 - Very little","2 - A little confident",7,8,8,7,6,7,7,"Yes",8,"4 - Several times a month","7-9","3 - About the same","No","3 - Unsafe","3 - Fair","3 - No",9,9,"No",2,"7 - Never","7 - Never","No","No","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","5 - Less than 4 times a week but at least once a week",7,"6 - I have never smoked","6 - Less than once a month",0,13.2,"5 - Never",170,57,"No",9,"Female",80,"Legally married","1 - Very much like me","Yes","Open VLD","Open VLD"
15,"3 - A few times a week",NA,6,7,8,"3 - Hardly interested","3 - Some","2 - A little able","3 - Some","1 - Not at all confident",7,7,7,6,6,8,8,"Yes",8,"6 - Several times a week","3","4 - More than most","No","2 - Safe","4 - Bad","3 - No",9,8,"Yes",9,"2 - More than once a week","2 - More than once a week","No","Yes","Yes",NA,"No","Yes","Yes",8,"4 - Very worried",6,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","6 - Less than once a month",13.2,26.4,"5 - Never",160,50,"No",8,"Female",77,NA,"1 - Very much like me","Yes","PS",NA
60,"4 - Most days",60,7,6,7,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",7,6,7,5,6,6,6,"No",9,"7 - Every day","4-6","2 - Less than most","Yes","2 - Safe","3 - Fair","2 - Yes to some extent",8,8,"No",5,"7 - Never","1 - Every day","Yes","No","No",1975,"No","No","Yes",8,"3 - Somewhat worried",0,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",156,62,"No",8,"Female",68,"Legally married","3 - Somewhat like me","Yes",NA,NA
30,"5 - Every day",210,5,6,2,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",6,6,6,6,7,5,6,"Yes",8,"5 - Once a week","3","5 - Much more than most","No","1 - Very safe","1 - Very good","3 - No",9,7,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","No","Yes",5,"4 - Very worried",7,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",2,"5 - I have only smoked a few times","2 - Several times a week",89.2,170.3,"3 - Monthly",180,64,"No",8,"Male",33,"Living with my partner - legally recognised","2 - Like me","Yes","Ecolo","Ecolo"
60,"5 - Every day",360,1,5,3,"3 - Hardly interested","4 - A lot","3 - Quite able","4 - A lot","2 - A little confident",NA,5,8,3,3,NA,5,"No",9,"4 - Several times a month","3","1 - Much less than most",NA,"3 - Unsafe","1 - Very good",NA,7,6,"Yes",10,"1 - Every day","1 - Every day","Yes","Yes","Yes",NA,"No","No","No",9,"3 - Somewhat worried",7,"4 - Less than once a day but at least 4 times a week","2 - Twice a day",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",160,NA,"No",8,"Female",17,NA,"1 - Very much like me","No",NA,NA
180,"5 - Every day",60,5,5,8,"3 - Hardly interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",3,4,4,2,3,4,0,"Yes",6,"3 - Once a month","2","2 - Less than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",7,5,NA,NA,NA,NA,"Yes","Yes","No",1992,"No","No","No",4,"3 - Somewhat worried",5,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",3,"6 - I have never smoked","3 - Once a week",0,10,"5 - Never",159,68,"No",9,"Male",56,NA,NA,NA,NA,NA
10,"5 - Every day",240,8,8,8,"4 - Not at all interested","2 - Very little","2 - A little able","3 - Some","4 - Very confident",3,3,7,3,3,3,5,"Yes",8,"3 - Once a month","3","3 - About the same","Yes","2 - Safe","1 - Very good","3 - No",7,5,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",8,"6 - Less than once a week","3 - Once a day",4,"6 - I have never smoked","5 - Once a month",10,10,"3 - Monthly",168,68,"No",8,"Male",26,NA,"3 - Somewhat like me","Yes","Vlaams Belang",NA
60,"2 - Only occasionally",NA,5,7,6,"4 - Not at all interested","2 - Very little","1 - Not at all able","3 - Some","1 - Not at all confident",3,4,8,4,3,5,4,"No",9,"5 - Once a week","1",NA,"No","2 - Safe","2 - Good","3 - No",7,3,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",NA,NA,6,"4 - Less than once a day but at least 4 times a week","3 - Once a day",2,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",167,62,"No",7,"Female",44,"Legally married","3 - Somewhat like me","No",NA,NA
60,"5 - Every day",120,9,9,9,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,3,6,3,3,3,5,"Yes",8,"7 - Every day","4-6","3 - About the same","No","1 - Very safe","2 - Good","3 - No",10,7,"Yes",8,"5 - Only on special holy days","3 - Once a week","Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",3,"2 - Twice a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","1 - Every day",30,56,"2 - Weekly",178,91,"No",7,"Male",49,"Legally married","3 - Somewhat like me","Yes","Open VLD","Open VLD"
90,"5 - Every day",300,5,6,2,"1 - Very interested","4 - A lot","5 - Completely able","4 - A lot","5 - Completely confident",8,8,9,7,5,8,5,"Yes",9,"6 - Several times a week","3","4 - More than most","No","2 - Safe","2 - Good","2 - Yes to some extent",8,7,"No",3,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","No",2,"3 - Somewhat worried",4,"3 - Once a day","2 - Twice a day",0,"4 - I don’t smoke now but I used to","2 - Several times a week",26.4,45.6,"3 - Monthly",181,125,"No",10,"Male",52,"Legally married","3 - Somewhat like me","Yes","MR","MR"
120,"5 - Every day",60,5,4,5,"2 - Quite interested","2 - Very little","3 - Quite able","2 - Very little","4 - Very confident",5,7,7,5,4,2,4,"Yes",8,"5 - Once a week","2","3 - About the same","No","4 - Very unsafe","2 - Good","3 - No",7,4,"Yes",6,"4 - At least once a month","3 - Once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",7,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",3,"6 - I have never smoked","3 - Once a week",133,36.4,"5 - Never",159,60,"No",8,"Female",73,NA,"2 - Like me","Yes","N-VA",NA
600,"5 - Every day",60,8,8,9,"2 - Quite interested","3 - Some","3 - Quite able","2 - Very little","3 - Quite confident",7,9,9,7,6,8,8,"Yes",9,"6 - Several times a week","4-6","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",5,5,"Yes",6,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",7,"1 - Three times or more a day","2 - Twice a day",4,"6 - I have never smoked","3 - Once a week",0,26.4,"3 - Monthly",167,85,"No",9,"Female",50,"Legally married","2 - Like me","Yes","CD&V",NA
5,"5 - Every day",120,5,1,3,"2 - Quite interested","1 - Not at all","2 - A little able","2 - Very little","1 - Not at all confident",10,3,4,7,5,10,10,"No",5,"5 - Once a week","2","1 - Much less than most","Yes","1 - Very safe","4 - Bad","2 - Yes to some extent",10,5,"Yes",3,"3 - Once a week","4 - At least once a month","Yes","Yes","Yes",NA,"Yes","Yes","Yes",10,"3 - Somewhat worried",4,"7 - Never","4 - Less than once a day but at least 4 times a week",7,"1 - I smoke daily, 10 or more cigarettes","1 - Every day",72,72,"2 - Weekly",160,70,"Yes",5,"Female",36,NA,"2 - Like me","Yes",NA,NA
120,"4 - Most days",180,5,1,4,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,5,5,2,0,0,0,"No",8,"6 - Several times a week","2","1 - Much less than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",8,8,"Yes",10,"2 - More than once a week","1 - Every day","No","Yes","No",1981,"Yes","No","No",6,"4 - Very worried",8,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","2 - Several times a week",26.4,13.2,"2 - Weekly",182,79,"No",8,"Male",66,"Legally married","5 - Not like me","Yes",NA,NA
703,"5 - Every day",360,2,3,4,"1 - Very interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,5,6,6,8,9,10,"Not eligible to vote",8,"5 - Once a week","3","3 - About the same","No","2 - Safe","1 - Very good","3 - No",8,7,"Yes",4,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",188,67,"No",7,"Male",21,NA,"2 - Like me","Yes",NA,"N-VA"
60,"5 - Every day",60,6,5,3,"1 - Very interested","4 - A lot","3 - Quite able","4 - A lot","3 - Quite confident",4,2,4,2,2,0,4,"Yes",7,"7 - Every day","4-6","5 - Much more than most","Yes","2 - Safe","2 - Good","3 - No",8,2,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"2 - Not very worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"6 - I have never smoked","2 - Several times a week",40,90,"2 - Weekly",180,91,"No",7,"Male",53,"Legally married","2 - Like me","Yes","N-VA","Vlaams Belang"
60,"5 - Every day",240,10,10,10,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",8,5,8,5,5,5,5,"Yes",10,"6 - Several times a week","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",5,8,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"3 - Somewhat worried",10,"3 - Once a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","4 - 2-3 times a month",20,20,"4 - Less than monthly",182,75,"Yes",10,"Male",41,"Living with my partner - legally recognised","3 - Somewhat like me","Yes",NA,NA
30,"5 - Every day",60,7,7,8,"3 - Hardly interested","1 - Not at all","2 - A little able","1 - Not at all","2 - A little confident",4,8,6,4,3,5,4,"No",6,"5 - Once a week","1","3 - About the same","Yes","2 - Safe","1 - Very good","3 - No",5,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",8,"5 - Less than 4 times a week but at least once a week","5 - Less than 4 times a week but at least once a week",3,"4 - I don’t smoke now but I used to","3 - Once a week",19.2,28.8,"2 - Weekly",178,88,"Yes",6,"Male",56,NA,"6 - Not like me at all","Yes",NA,NA
30,"5 - Every day",330,3,2,2,"2 - Quite interested","1 - Not at all","4 - Very able","1 - Not at all","4 - Very confident",5,6,6,6,3,5,7,"Yes",3,"1 - Never","0 - None","1 - Much less than most","No","2 - Safe","5 - Very bad","1 - Yes a lot",9,8,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","No",9,"5 - Extremely worried",7,"6 - Less than once a week","3 - Once a day",0,"6 - I have never smoked","3 - Once a week",10,13.2,"5 - Never",158,68,"No",6,"Female",45,NA,"1 - Very much like me","Yes","PTB",NA
10,"5 - Every day",480,3,5,3,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","2 - A little confident",2,4,8,2,2,2,7,"Yes",8,"4 - Several times a month","3","3 - About the same","Yes","3 - Unsafe","1 - Very good","3 - No",8,5,"No",7,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",6,"5 - Less than 4 times a week but at least once a week","5 - Less than 4 times a week but at least once a week",4,"6 - I have never smoked","4 - 2-3 times a month",39.6,0,"4 - Less than monthly",184,65,"No",8,"Male",28,"Living with my partner - legally recognised","2 - Like me","Yes",NA,"PS"
90,"5 - Every day",600,3,6,3,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","2 - A little confident",7,5,7,4,3,5,4,"Yes",7,"5 - Once a week","3","2 - Less than most","Yes","2 - Safe","2 - Good","3 - No",9,8,"Yes",3,"6 - Less often","4 - At least once a month","No","No","No",1985,"Yes","No","No",10,"5 - Extremely worried",8,"3 - Once a day","3 - Once a day",5,"4 - I don’t smoke now but I used to","3 - Once a week",39.2,24.6,"4 - Less than monthly",176,64,"No",7,"Male",56,NA,"2 - Like me","Yes","Groen!","Groen!"
90,"5 - Every day",150,8,7,7,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","2 - A little confident",8,8,7,7,6,7,6,"Yes",8,"4 - Several times a month","4-6","2 - Less than most","No","1 - Very safe","2 - Good","3 - No",7,7,"Yes",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",7,"1 - Three times or more a day","2 - Twice a day",3,"6 - I have never smoked","2 - Several times a week",13.2,39.6,"4 - Less than monthly",172,72,"No",8,"Male",51,"Legally married","2 - Like me","Yes","Open VLD",NA
120,"5 - Every day",180,6,6,6,"3 - Hardly interested","3 - Some","2 - A little able","3 - Some","1 - Not at all confident",5,4,3,3,2,3,6,"Yes",7,"3 - Once a month","4-6","2 - Less than most","No","2 - Safe","2 - Good","3 - No",8,5,"No",5,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",6,"4 - Less than once a day but at least 4 times a week","3 - Once a day",1,"4 - I don’t smoke now but I used to","1 - Every day",114.8,115,"2 - Weekly",178,81,"Yes",7,"Male",80,"Legally married","3 - Somewhat like me","Yes","N-VA","Open VLD"
20,"5 - Every day",480,4,5,4,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",6,7,7,5,4,6,7,"Yes",4,"5 - Once a week","4-6","2 - Less than most","No","1 - Very safe","3 - Fair","3 - No",6,7,"Yes",3,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",4,"2 - I smoke daily, 9 or fewer cigarettes","4 - 2-3 times a month",13.2,36.2,"3 - Monthly",176,90,"No",5,"Female",37,"Living with my partner - not legally recognised","4 - A little like me","Yes",NA,NA
30,"5 - Every day",420,4,7,4,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",2,1,8,4,3,5,6,"No",8,"5 - Once a week","4-6","3 - About the same","No","3 - Unsafe","1 - Very good","3 - No",6,4,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",7,"2 - Twice a day","3 - Once a day",7,"6 - I have never smoked","5 - Once a month",0,9.6,"4 - Less than monthly",155,46,"No",8,"Female",20,NA,"1 - Very much like me","Yes",NA,NA
